235,(UTC+09:00) Osaka; Sapporo; Tokyo,-540,Tokyo Standard Time,0,Tokyo Summer Time,-60,,,,,,,,,,
240,(UTC+09:00) Yakutsk,-540,Russia TZ 8 Standard Time,0,Russia TZ 8 Summer Time,-60,,,,,,,,,,
245,(UTC+09:30) Darwin,-570,AUS Central Standard Time,0,AUS Central Summer Time,-60,,,,,,,,,,
250,(UTC+09:30) Adelaide,-570,Cen. Australia Standard Time,0,Cen. Australia Summer Time,-60,4,0,1,3,0,10,0,1,2,0
255,(UTC+10:00) Canberra; Melbourne; Sydney,-600,AUS Eastern Standard Time,0,AUS Eastern Summer Time,-60,4,0,1,3,0,10,0,1,2,0
260,(UTC+10:00) Brisbane,-600,E. Australia Standard Time,0,E. Australia Summer Time,-60,,,,,,,,,,
265,(UTC+10:00) Hobart,-600,Tasmania Standard Time,0,Tasmania Summer Time,-60,4,0,1,3,0,10,0,1,2,0
270,(UTC+10:00) Vladivostok,-600,Russia TZ 9 Standard Time,0,Russia TZ 9 Summer Time,-60,,,,,,,,,,
275,(UTC+10:00) Guam; Port Moresby,-600,West Pacific Standard Time,0,West Pacific Summer Time,-60,,,,,,,,,,
280,(UTC+11:00) Solomon Is.; New Caledonia,-660,Central Pacific Standard Time,0,Central Pacific Summer Time,-60,,,,,,,,,,
285,(UTC+12:00) Fiji,-720,Fiji Standard Time,0,Fiji Summer Time,-60,,,,,,,,,,
290,(UTC+12:00) Auckland; Wellington,-720,New Zealand Standard Time,0,New Zealand Summer Time,-60,4,0,1,3,0,9,0,5,2,0
300,(UTC+13:00) Nuku'alofa,-780,Tonga Standard Time,0,Tonga Summer Time,-60,,,,,,,,,,
900,(GMT-04:00) Falkland Islands,240,Falkland Islands Standard Time,0,Falkland Islands Daylight Time,-60,4,0,3,2,0,9,0,2,2,0
901,(GMT+11:30) Norfolk Islands,-690,Norfolk Islands Standard Time,0,Norfolk Islands Daylight Time,-60,,,,,,,,,,
902,(GMT-02:00) Mid-Atlantic,120,Mid-Atlantic Standard Time,0,Mid-Atlantic Daylight Time,-60,,,,,,,,,,
1000,(UTC+03:00) Istanbul,-180,T³rkiye Standard Time,0,T³rkiye Daylight Time,-60,,,,,,,,,,
1001,(UTC+06:00) Dhaka,-360,Bangladesh Standard Time,0,Bangladesh Summer Time,-60,,,,,,,,,,
1002,(UTC-05:00) Havana,300,Cuba Standard Time,0,Cuba Summer Time,-60,11,0,1,1,0,3,0,2,0,0
1003,(UTC-05:00) Haiti,300,Haiti Standard Time,0,Haiti Summer Time,-60,11,0,1,2,0,3,0,2,2,0
1004,(UTC+02:00) Tripoli,-120,Libya Standard Time,0,Libya Summer Time,-60,,,,,,,,,,
1005,(UTC+11:00) Norfolk Island,-660,Norfolk Standard Time,0,Norfolk Summer Time,-60,4,0,1,3,0,10,0,1,2,0
1006,(UTC+02:00) Khartoum,-120,Sudan Standard Time,0,Sudan Daylight Time,-60,,,,,,,,,,
1007,(UTC+02:00) Damascus,-120,Syria Standard Time,0,Syria Summer Time,-60,10,4,5,23,59,3,5,5,0,0
1008,(UTC+03:00) Minsk,-180,Belarus Standard Time,0,Belarus Summer Time,-60,,,,,,,,,,
1009,(UTC-05:00) Turks and Caicos,300,Turks and Caicos Standard Time,0,Turks and Caicos Summer Time,-60,11,0,1,2,0,3,0,2,2,0
1010,(UTC+03:00) Volgograd,-180,Volgograd Standard Time,0,Volgograd Summer Time,-60,,,,,,,,,,
1011,(UTC-07:00) Yukon,420,Yukon Standard Time,0,Yukon Daylight Time,-60,,,,,,,,,,
